NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REGULATION OF PROTEIN MATURATION%GOBP%GO:1903317	REGULATION OF PROTEIN MATURATION%GOBP%GO:1903317		22	0.4016514	0.9326842	0.5595238	0.7255673	1.0	981	tags=18%, list=12%, signal=21%	
HALLMARK_P53_PATHWAY%MSIGDBHALLMARK%HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY%MSIGDBHALLMARK%HALLMARK_P53_PATHWAY		102	0.31480667	0.9322913	0.5878378	0.7261175	1.0	1310	tags=21%, list=16%, signal=24%	
B CELL DIFFERENTIATION%GOBP%GO:0030183	B CELL DIFFERENTIATION%GOBP%GO:0030183		38	0.36509588	0.9315171	0.57369256	0.72749	1.0	750	tags=16%, list=9%, signal=17%	
EGFR DOWNREGULATION%REACTOME DATABASE ID RELEASE 81%182971	EGFR DOWNREGULATION%REACTOME DATABASE ID RELEASE 81%182971		17	0.42586425	0.93136805	0.5609756	0.72750366	1.0	1149	tags=41%, list=14%, signal=48%	
RESPONSE TO PURINE-CONTAINING COMPOUND%GOBP%GO:0014074	RESPONSE TO PURINE-CONTAINING COMPOUND%GOBP%GO:0014074		27	0.38405403	0.9311944	0.5783333	0.7275859	1.0	442	tags=11%, list=5%, signal=12%	
TRANSLESION SYNTHESIS%GOBP%GO:0019985	TRANSLESION SYNTHESIS%GOBP%GO:0019985		18	0.4216146	0.93094337	0.55593807	0.72780764	1.0	806	tags=17%, list=10%, signal=18%	
KEAP1-NFE2L2 PATHWAY%REACTOME DATABASE ID RELEASE 81%9755511	KEAP1-NFE2L2 PATHWAY%REACTOME DATABASE ID RELEASE 81%9755511		94	0.3146483	0.9308251	0.59072304	0.7277424	1.0	816	tags=14%, list=10%, signal=15%	
TRANSCRIPTIONAL REGULATION BY RUNX1%REACTOME DATABASE ID RELEASE 81%8878171	TRANSCRIPTIONAL REGULATION BY RUNX1%REACTOME DATABASE ID RELEASE 81%8878171		125	0.30680713	0.9307355	0.5965834	0.7276403	1.0	648	tags=14%, list=8%, signal=15%	
REGULATION OF PROTEIN PROCESSING%GOBP%GO:0070613	REGULATION OF PROTEIN PROCESSING%GOBP%GO:0070613		22	0.4016514	0.93072784	0.56528926	0.7273536	1.0	981	tags=18%, list=12%, signal=21%	
CYTOKINE SIGNALING IN IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 81%1280215	CYTOKINE SIGNALING IN IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 81%1280215		454	0.27658477	0.9293476	0.6951351	0.7299966	1.0	885	tags=12%, list=11%, signal=12%	
STEM CELL DIFFERENTIATION%GOBP%GO:0048863	STEM CELL DIFFERENTIATION%GOBP%GO:0048863		32	0.37608966	0.9292659	0.5716586	0.72985625	1.0	825	tags=19%, list=10%, signal=21%	
APOPTOTIC PROCESS%GOBP%GO:0006915	APOPTOTIC PROCESS%GOBP%GO:0006915		248	0.2888606	0.92887354	0.63752913	0.73039126	1.0	1310	tags=17%, list=16%, signal=20%	
CELLULAR RESPONSE TO AMYLOID-BETA%GOBP%GO:1904646	CELLULAR RESPONSE TO AMYLOID-BETA%GOBP%GO:1904646		16	0.43498367	0.9286572	0.5452899	0.7305613	1.0	1310	tags=31%, list=16%, signal=37%	
MRNA DESTABILIZATION%GOBP%GO:0061157	MRNA DESTABILIZATION%GOBP%GO:0061157		59	0.34157294	0.9284216	0.578626	0.73076177	1.0	919	tags=15%, list=11%, signal=17%	
DRUG ADME%REACTOME DATABASE ID RELEASE 81%9748784	DRUG ADME%REACTOME DATABASE ID RELEASE 81%9748784		32	0.37307596	0.92839086	0.5771144	0.7305278	1.0	1761	tags=25%, list=21%, signal=32%	
CARTILAGE DEVELOPMENT%GOBP%GO:0051216	CARTILAGE DEVELOPMENT%GOBP%GO:0051216		16	0.4275204	0.92782474	0.5869947	0.7314754	1.0	1832	tags=44%, list=22%, signal=56%	
RESPONSE TO ORGANOPHOSPHORUS%GOBP%GO:0046683	RESPONSE TO ORGANOPHOSPHORUS%GOBP%GO:0046683		23	0.3963418	0.92728055	0.56388414	0.7323476	1.0	442	tags=13%, list=5%, signal=14%	
SPERM MOTILITY%GOBP%GO:0097722	SPERM MOTILITY%GOBP%GO:0097722		20	0.41254413	0.92658997	0.59074736	0.73351043	1.0	324	tags=5%, list=4%, signal=5%	
REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0006446	REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0006446		59	0.3342225	0.926015	0.5994109	0.7344301	1.0	1183	tags=22%, list=14%, signal=26%	
INTEGRATED CANCER PATHWAY%WIKIPATHWAYS_20240310%WP1971%HOMO SAPIENS	INTEGRATED CANCER PATHWAY%WIKIPATHWAYS_20240310%WP1971%HOMO SAPIENS		28	0.38355783	0.92559385	0.58709675	0.7350203	1.0	1580	tags=32%, list=19%, signal=40%	
NEGATIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031348	NEGATIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031348		107	0.31105238	0.9251938	0.6067114	0.73554426	1.0	1268	tags=20%, list=15%, signal=23%	
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031112	POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031112		20	0.40628535	0.92498344	0.574359	0.7357122	1.0	1480	tags=30%, list=18%, signal=37%	
POSITIVE REGULATION OF NON-CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:1901224	POSITIVE REGULATION OF NON-CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:1901224		25	0.39152786	0.92332447	0.5782313	0.73893315	1.0	290	tags=12%, list=4%, signal=12%	
LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS%REACTOME DATABASE ID RELEASE 81%8876384	LISTERIA MONOCYTOGENES ENTRY INTO HOST CELLS%REACTOME DATABASE ID RELEASE 81%8876384		15	0.43478593	0.9230186	0.56363636	0.7392603	1.0	416	tags=20%, list=5%, signal=21%	
DETECTION OF ABIOTIC STIMULUS%GOBP%GO:0009582	DETECTION OF ABIOTIC STIMULUS%GOBP%GO:0009582		18	0.41635135	0.9224712	0.55772644	0.74011534	1.0	479	tags=17%, list=6%, signal=18%	
SEXUAL REPRODUCTION%GOBP%GO:0019953	SEXUAL REPRODUCTION%GOBP%GO:0019953		179	0.2935497	0.9222807	0.6678744	0.74021894	1.0	1142	tags=14%, list=14%, signal=16%	
REGULATION OF AEROBIC RESPIRATION%GOBP%GO:1903715	REGULATION OF AEROBIC RESPIRATION%GOBP%GO:1903715		15	0.43805847	0.92226815	0.57630163	0.73994	1.0	1213	tags=33%, list=15%, signal=39%	
TRANSLATION OF STRUCTURAL PROTEINS%REACTOME%R-HSA-9694635.5	TRANSLATION OF STRUCTURAL PROTEINS%REACTOME%R-HSA-9694635.5		46	0.35027447	0.92205876	0.6039454	0.7400868	1.0	849	tags=20%, list=10%, signal=22%	
CELL ACTIVATION%GOBP%GO:0001775	CELL ACTIVATION%GOBP%GO:0001775		270	0.28651136	0.92205155	0.6674473	0.7398021	1.0	1104	tags=16%, list=13%, signal=17%	
NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GOBP%GO:0015931	NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GOBP%GO:0015931		105	0.30935118	0.92198896	0.61949265	0.73962384	1.0	1135	tags=16%, list=14%, signal=19%	
POSITIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903902	POSITIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903902		16	0.42774963	0.92110234	0.5970962	0.74123156	1.0	730	tags=25%, list=9%, signal=27%	
REGULATION OF PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0090313	REGULATION OF PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0090313		16	0.42214978	0.92085016	0.58992803	0.7414671	1.0	982	tags=19%, list=12%, signal=21%	
CELLULAR RESPONSE TO VIRUS%GOBP%GO:0098586	CELLULAR RESPONSE TO VIRUS%GOBP%GO:0098586		29	0.37742156	0.9207044	0.5716724	0.7414608	1.0	1748	tags=28%, list=21%, signal=35%	
KINESINS%REACTOME%R-HSA-983189.5	KINESINS%REACTOME%R-HSA-983189.5		17	0.42607167	0.9202292	0.5801105	0.7421391	1.0	1808	tags=35%, list=22%, signal=45%	
GLYCOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0009247	GLYCOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0009247		32	0.36399895	0.9199882	0.5875796	0.74233353	1.0	779	tags=13%, list=10%, signal=14%	
RNA DESTABILIZATION%GOBP%GO:0050779	RNA DESTABILIZATION%GOBP%GO:0050779		61	0.337978	0.919308	0.6212766	0.7434382	1.0	740	tags=13%, list=9%, signal=14%	
PARKINSON DISEASE%PANTHER PATHWAY%P00049	PARKINSON DISEASE%PANTHER PATHWAY%P00049		22	0.39613998	0.9185956	0.5966667	0.74462134	1.0	979	tags=23%, list=12%, signal=26%	
REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517	REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010517		20	0.4055555	0.91847837	0.5767918	0.74457014	1.0	392	tags=10%, list=5%, signal=10%	
GLYCOSPHINGOLIPID METABOLIC PROCESS%GOBP%GO:0006687	GLYCOSPHINGOLIPID METABOLIC PROCESS%GOBP%GO:0006687		23	0.39742655	0.9183564	0.5817875	0.7445323	1.0	2072	tags=39%, list=25%, signal=52%	
ORGANELLE ASSEMBLY%GOBP%GO:0070925	ORGANELLE ASSEMBLY%GOBP%GO:0070925		398	0.27592412	0.91754574	0.69899666	0.74592024	1.0	1151	tags=14%, list=14%, signal=15%	
REGULATION OF NECROPTOTIC PROCESS%GOBP%GO:0060544	REGULATION OF NECROPTOTIC PROCESS%GOBP%GO:0060544		16	0.41313452	0.9175037	0.58377427	0.74570614	1.0	42	tags=6%, list=1%, signal=6%	
ACTIVATION OF GTPASE ACTIVITY%GOBP%GO:0090630	ACTIVATION OF GTPASE ACTIVITY%GOBP%GO:0090630		18	0.41563773	0.91690695	0.58762884	0.7466111	1.0	560	tags=11%, list=7%, signal=12%	
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046425	REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046425		30	0.37591535	0.9165997	0.59599334	0.746945	1.0	891	tags=23%, list=11%, signal=26%	
2Q13 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20240310%WP5222%HOMO SAPIENS	2Q13 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20240310%WP5222%HOMO SAPIENS		18	0.41886547	0.9154645	0.59445405	0.74905413	1.0	242	tags=11%, list=3%, signal=11%	
DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.5	DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.5		20	0.408612	0.91521496	0.58573854	0.7492893	1.0	1268	tags=30%, list=15%, signal=35%	
PROTEIN COMPLEX OLIGOMERIZATION%GOBP%GO:0051259	PROTEIN COMPLEX OLIGOMERIZATION%GOBP%GO:0051259		90	0.30750597	0.9151013	0.6171662	0.74922776	1.0	829	tags=10%, list=10%, signal=11%	
CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216	CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216		76	0.3173081	0.91453534	0.6066946	0.7501122	1.0	1090	tags=13%, list=13%, signal=15%	
DNA REPLICATION%GOBP%GO:0006260	DNA REPLICATION%GOBP%GO:0006260		99	0.3079571	0.9142609	0.66007906	0.7503842	1.0	128	tags=4%, list=2%, signal=4%	
BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0044403	BIOLOGICAL PROCESS INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0044403		92	0.31084535	0.91372025	0.593361	0.7512844	1.0	930	tags=15%, list=11%, signal=17%	
NEGATIVE REGULATION OF GENE EXPRESSION%GOBP%GO:0010629	NEGATIVE REGULATION OF GENE EXPRESSION%GOBP%GO:0010629		434	0.27117267	0.9128478	0.7428256	0.75278515	1.0	1029	tags=14%, list=13%, signal=15%	
REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045088	REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045088		237	0.28222814	0.9127575	0.7031432	0.7526633	1.0	1089	tags=12%, list=13%, signal=14%	
RESPONSE TO ACID CHEMICAL%GOBP%GO:0001101	RESPONSE TO ACID CHEMICAL%GOBP%GO:0001101		31	0.37896752	0.9127314	0.60225445	0.75240684	1.0	407	tags=6%, list=5%, signal=7%	
NEGATIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050777	NEGATIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050777		94	0.31271616	0.91191757	0.62078273	0.75381786	1.0	804	tags=13%, list=10%, signal=14%	
VIRION ASSEMBLY%GOBP%GO:0019068	VIRION ASSEMBLY%GOBP%GO:0019068		26	0.38499236	0.91034275	0.58843535	0.7567636	1.0	1251	tags=23%, list=15%, signal=27%	
REGULATION OF CDH11 EXPRESSION AND FUNCTION%REACTOME%R-HSA-9759475.2	REGULATION OF CDH11 EXPRESSION AND FUNCTION%REACTOME%R-HSA-9759475.2		15	0.41866502	0.910236	0.5930435	0.7566841	1.0	1517	tags=33%, list=19%, signal=41%	
CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0000075	CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0000075		83	0.3137686	0.9097644	0.62657344	0.7573586	1.0	815	tags=11%, list=10%, signal=12%	
POSITIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120162	POSITIVE REGULATION OF COLD-INDUCED THERMOGENESIS%GOBP%GO:0120162		46	0.33735988	0.9090917	0.61904764	0.7584706	1.0	1378	tags=26%, list=17%, signal=31%	
CELLULAR RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0071260	CELLULAR RESPONSE TO MECHANICAL STIMULUS%GOBP%GO:0071260		29	0.37164652	0.9089894	0.5891089	0.7583686	1.0	1197	tags=24%, list=15%, signal=28%	
B CELL ACTIVATION%GOBP%GO:0042113	B CELL ACTIVATION%GOBP%GO:0042113		62	0.33092004	0.9087967	0.61416185	0.75848	1.0	578	tags=10%, list=7%, signal=10%	
REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0010564	REGULATION OF CELL CYCLE PROCESS%GOBP%GO:0010564		365	0.2756605	0.9087685	0.7290749	0.75821984	1.0	1036	tags=11%, list=13%, signal=12%	
MICROTUBULE ORGANIZING CENTER LOCALIZATION%GOBP%GO:0061842	MICROTUBULE ORGANIZING CENTER LOCALIZATION%GOBP%GO:0061842		18	0.40918562	0.9084622	0.5895652	0.758543	1.0	984	tags=22%, list=12%, signal=25%	
POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727	POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727		87	0.31391382	0.90712535	0.6212766	0.7610316	1.0	351	tags=7%, list=4%, signal=7%	
NEGATIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002701	NEGATIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002701		15	0.42096713	0.9065914	0.58287793	0.7618266	1.0	436	tags=13%, list=5%, signal=14%	
DETECTION OF EXTERNAL STIMULUS%GOBP%GO:0009581	DETECTION OF EXTERNAL STIMULUS%GOBP%GO:0009581		17	0.41724813	0.9059068	0.597561	0.7629238	1.0	479	tags=18%, list=6%, signal=19%	
CARBOXYLIC ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1905039	CARBOXYLIC ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1905039		40	0.34978527	0.9057791	0.6135266	0.7628632	1.0	1300	tags=25%, list=16%, signal=30%	
PROTEIN STABILIZATION%GOBP%GO:0050821	PROTEIN STABILIZATION%GOBP%GO:0050821		121	0.30185863	0.9046113	0.6863271	0.7650016	1.0	699	tags=12%, list=9%, signal=12%	
RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0042542	RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0042542		30	0.37008604	0.90425503	0.6077058	0.7654317	1.0	1181	tags=20%, list=14%, signal=23%	
HALLMARK_PROTEIN_SECRETION%MSIGDBHALLMARK%HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION%MSIGDBHALLMARK%HALLMARK_PROTEIN_SECRETION		67	0.32348981	0.903781	0.62852895	0.7661238	1.0	883	tags=10%, list=11%, signal=12%	
VISUAL PERCEPTION%GOBP%GO:0007601	VISUAL PERCEPTION%GOBP%GO:0007601		24	0.37988958	0.9024325	0.61764705	0.76859736	1.0	20	tags=4%, list=0%, signal=4%	
SECONDARY ALCOHOL METABOLIC PROCESS%GOBP%GO:1902652	SECONDARY ALCOHOL METABOLIC PROCESS%GOBP%GO:1902652		35	0.35539448	0.9022316	0.6329114	0.7687056	1.0	1568	tags=26%, list=19%, signal=32%	
ORGANIC ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1903825	ORGANIC ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1903825		40	0.34978527	0.9019263	0.63384616	0.7690249	1.0	1300	tags=25%, list=16%, signal=30%	
REGULATION OF RECEPTOR INTERNALIZATION%GOBP%GO:0002090	REGULATION OF RECEPTOR INTERNALIZATION%GOBP%GO:0002090		24	0.38852423	0.9016796	0.5939086	0.769237	1.0	1282	tags=29%, list=16%, signal=34%	
REGULATION OF PROTEIN AUTOPHOSPHORYLATION%GOBP%GO:0031952	REGULATION OF PROTEIN AUTOPHOSPHORYLATION%GOBP%GO:0031952		20	0.39780328	0.90090615	0.60137457	0.77053565	1.0	1708	tags=35%, list=21%, signal=44%	
REGULATION OF PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0062098	REGULATION OF PROGRAMMED NECROTIC CELL DEATH%GOBP%GO:0062098		17	0.40574875	0.90059507	0.5883333	0.77087533	1.0	42	tags=6%, list=1%, signal=6%	
REGULATION OF EXPRESSION AND FUNCTION OF TYPE II CLASSICAL CADHERINS%REACTOME%R-HSA-9764260.2	REGULATION OF EXPRESSION AND FUNCTION OF TYPE II CLASSICAL CADHERINS%REACTOME%R-HSA-9764260.2		15	0.41866502	0.9005318	0.61937714	0.770695	1.0	1517	tags=33%, list=19%, signal=41%	
MEMBRANE FUSION%GOBP%GO:0061025	MEMBRANE FUSION%GOBP%GO:0061025		81	0.31158087	0.9003941	0.6474719	0.7706942	1.0	2009	tags=31%, list=25%, signal=40%	
PROTEIN EXPORT FROM NUCLEUS%GOBP%GO:0006611	PROTEIN EXPORT FROM NUCLEUS%GOBP%GO:0006611		17	0.41671258	0.8996663	0.60647357	0.7719352	1.0	1048	tags=29%, list=13%, signal=34%	
METABOLIC REPROGRAMMING IN COLON CANCER%WIKIPATHWAYS_20240310%WP4290%HOMO SAPIENS	METABOLIC REPROGRAMMING IN COLON CANCER%WIKIPATHWAYS_20240310%WP4290%HOMO SAPIENS		17	0.40415803	0.89956367	0.5917667	0.7718515	1.0	130	tags=6%, list=2%, signal=6%	
DNA REPLICATION INITIATION%GOBP%GO:0006270	DNA REPLICATION INITIATION%GOBP%GO:0006270		16	0.42293078	0.89836925	0.59540635	0.77407074	1.0	121	tags=6%, list=1%, signal=6%	
COLLAGEN FORMATION%REACTOME%R-HSA-1474290.5	COLLAGEN FORMATION%REACTOME%R-HSA-1474290.5		19	0.4095548	0.8976736	0.6325088	0.77522033	1.0	1323	tags=42%, list=16%, signal=50%	
MEASLES VIRUS INFECTION%WIKIPATHWAYS_20240310%WP4630%HOMO SAPIENS	MEASLES VIRUS INFECTION%WIKIPATHWAYS_20240310%WP4630%HOMO SAPIENS		71	0.31718907	0.8976047	0.6291013	0.77505434	1.0	822	tags=14%, list=10%, signal=16%	
GLYCOLIPID METABOLIC PROCESS%GOBP%GO:0006664	GLYCOLIPID METABOLIC PROCESS%GOBP%GO:0006664		44	0.3438505	0.89739287	0.6168224	0.7751856	1.0	779	tags=11%, list=10%, signal=12%	
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665	POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665		63	0.3202424	0.8968131	0.63256484	0.7760748	1.0	814	tags=14%, list=10%, signal=16%	
REGULATION OF HEMOPOIESIS%GOBP%GO:1903706	REGULATION OF HEMOPOIESIS%GOBP%GO:1903706		176	0.287198	0.896646	0.7066167	0.77610785	1.0	953	tags=15%, list=12%, signal=16%	
SIGNALING BY NOTCH1%REACTOME DATABASE ID RELEASE 81%1980143	SIGNALING BY NOTCH1%REACTOME DATABASE ID RELEASE 81%1980143		46	0.33948916	0.8966291	0.63223785	0.7758316	1.0	1214	tags=20%, list=15%, signal=23%	
CENTROSOME LOCALIZATION%GOBP%GO:0051642	CENTROSOME LOCALIZATION%GOBP%GO:0051642		18	0.40918562	0.89627737	0.5923461	0.7762361	1.0	984	tags=22%, list=12%, signal=25%	
MITOCHONDRION LOCALIZATION%GOBP%GO:0051646	MITOCHONDRION LOCALIZATION%GOBP%GO:0051646		24	0.37652004	0.8954674	0.6214876	0.7775711	1.0	1746	tags=38%, list=21%, signal=48%	
CILIUM MOVEMENT INVOLVED IN CELL MOTILITY%GOBP%GO:0060294	CILIUM MOVEMENT INVOLVED IN CELL MOTILITY%GOBP%GO:0060294		24	0.3855707	0.8954186	0.60034305	0.77736914	1.0	324	tags=4%, list=4%, signal=4%	
DEATH RECEPTOR SIGNALING%REACTOME DATABASE ID RELEASE 81%73887	DEATH RECEPTOR SIGNALING%REACTOME DATABASE ID RELEASE 81%73887		102	0.3050672	0.8953364	0.6849132	0.7772254	1.0	1133	tags=15%, list=14%, signal=17%	
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032760	POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032760		45	0.33821616	0.8951397	0.6282246	0.7773074	1.0	1560	tags=31%, list=19%, signal=38%	
PID_CD40_PATHWAY%MSIGDB_C2%PID_CD40_PATHWAY	PID_CD40_PATHWAY%MSIGDB_C2%PID_CD40_PATHWAY		19	0.40259212	0.8946067	0.6152542	0.7780678	1.0	808	tags=21%, list=10%, signal=23%	
REGULATION OF GLUCOSE METABOLIC PROCESS%GOBP%GO:0010906	REGULATION OF GLUCOSE METABOLIC PROCESS%GOBP%GO:0010906		29	0.3731946	0.89416033	0.61476725	0.77867234	1.0	997	tags=17%, list=12%, signal=20%	
NEGATIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045814	NEGATIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045814		62	0.32151484	0.8934786	0.6371553	0.7797888	1.0	1268	tags=19%, list=15%, signal=23%	
REGULATION OF HOMOTYPIC CELL-CELL ADHESION%REACTOME DATABASE ID RELEASE 81%9759476	REGULATION OF HOMOTYPIC CELL-CELL ADHESION%REACTOME DATABASE ID RELEASE 81%9759476		15	0.41866502	0.8932932	0.6076923	0.7798512	1.0	1517	tags=33%, list=19%, signal=41%	
POSITIVE REGULATION OF PROTEIN AUTOPHOSPHORYLATION%GOBP%GO:0031954	POSITIVE REGULATION OF PROTEIN AUTOPHOSPHORYLATION%GOBP%GO:0031954		15	0.42298165	0.893243	0.62857145	0.7796456	1.0	1708	tags=40%, list=21%, signal=50%	
RESPIRATORY BURST%GOBP%GO:0045730	RESPIRATORY BURST%GOBP%GO:0045730		15	0.41295663	0.8932045	0.6164383	0.77940935	1.0	135	tags=7%, list=2%, signal=7%	
ER-NUCLEUS SIGNALING PATHWAY%GOBP%GO:0006984	ER-NUCLEUS SIGNALING PATHWAY%GOBP%GO:0006984		21	0.38248393	0.89255357	0.6122449	0.7804035	1.0	586	tags=14%, list=7%, signal=15%	
SENSORY PERCEPTION OF LIGHT STIMULUS%GOBP%GO:0050953	SENSORY PERCEPTION OF LIGHT STIMULUS%GOBP%GO:0050953		25	0.37621734	0.8917901	0.6308943	0.7816676	1.0	20	tags=4%, list=0%, signal=4%	
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058	REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000058		98	0.3065175	0.89133084	0.6738255	0.782274	1.0	816	tags=14%, list=10%, signal=16%	
INTERMEDIATE FILAMENT CYTOSKELETON ORGANIZATION%GOBP%GO:0045104	INTERMEDIATE FILAMENT CYTOSKELETON ORGANIZATION%GOBP%GO:0045104		17	0.40368944	0.89119387	0.6140036	0.78224593	1.0	445	tags=12%, list=5%, signal=12%	
PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY	PID_CD8_TCR_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_CD8_TCR_DOWNSTREAM_PATHWAY		32	0.35511315	0.891076	0.6195286	0.782165	1.0	864	tags=22%, list=11%, signal=24%	
REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903900	REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903900		82	0.3090487	0.89095145	0.67040676	0.78209233	1.0	822	tags=12%, list=10%, signal=13%	
E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%R-HSA-113510.5	E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%R-HSA-113510.5		18	0.39167798	0.8908411	0.62477875	0.78200954	1.0	1444	tags=22%, list=18%, signal=27%	
REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204	REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204		83	0.30940837	0.8905738	0.6806723	0.7822438	1.0	636	tags=8%, list=8%, signal=9%	
RESPONSE TO UNFOLDED PROTEIN%GOBP%GO:0006986	RESPONSE TO UNFOLDED PROTEIN%GOBP%GO:0006986		51	0.3287375	0.8903299	0.6529052	0.7824523	1.0	1287	tags=25%, list=16%, signal=30%	
DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 81%3769402	DEACTIVATION OF THE BETA-CATENIN TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 81%3769402		25	0.37386763	0.8894095	0.6442623	0.7840432	1.0	266	tags=12%, list=3%, signal=12%	
REGULATION OF CARBOHYDRATE CATABOLIC PROCESS%GOBP%GO:0043470	REGULATION OF CARBOHYDRATE CATABOLIC PROCESS%GOBP%GO:0043470		29	0.3695159	0.88907164	0.64013267	0.7843992	1.0	1310	tags=28%, list=16%, signal=33%	
POSITIVE REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032722	POSITIVE REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032722		28	0.36965	0.88903433	0.63947797	0.78416836	1.0	749	tags=14%, list=9%, signal=16%	
NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032211	NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032211		17	0.41165474	0.8884556	0.61605585	0.7850441	1.0	990	tags=18%, list=12%, signal=20%	
