NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
RNA POLYMERASE II TRANSCRIPTION INITIATION%REACTOME%R-HSA-75953.4	RNA POLYMERASE II TRANSCRIPTION INITIATION%REACTOME%R-HSA-75953.4		32	-0.32058904	-0.8919392	0.64931506	0.80528784	1.0	2548	tags=56%, list=31%, signal=81%	
REGULATION OF DNA RECOMBINATION%GOBP%GO:0000018	REGULATION OF DNA RECOMBINATION%GOBP%GO:0000018		72	-0.2734617	-0.8916971	0.7054545	0.8051305	1.0	1346	tags=21%, list=16%, signal=25%	
HIV TRANSCRIPTION ELONGATION%REACTOME%R-HSA-167169.4	HIV TRANSCRIPTION ELONGATION%REACTOME%R-HSA-167169.4		34	-0.31533253	-0.8912152	0.6809651	0.8055958	1.0	1376	tags=26%, list=17%, signal=32%	
TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:0010833	TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:0010833		18	-0.36983055	-0.8906958	0.63901347	0.8061118	1.0	1607	tags=44%, list=20%, signal=55%	
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GOBP%GO:0002562	SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GOBP%GO:0002562		16	-0.378881	-0.89061344	0.6152174	0.80558157	1.0	1387	tags=31%, list=17%, signal=38%	
ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME%R-HSA-5617472.4	ACTIVATION OF ANTERIOR HOX GENES IN HINDBRAIN DEVELOPMENT DURING EARLY EMBRYOGENESIS%REACTOME%R-HSA-5617472.4		40	-0.3105269	-0.88958967	0.6396648	0.8072779	1.0	1369	tags=20%, list=17%, signal=24%	
LOSS OF NLP FROM MITOTIC CENTROSOMES%REACTOME%R-HSA-380259.3	LOSS OF NLP FROM MITOTIC CENTROSOMES%REACTOME%R-HSA-380259.3		55	-0.29476514	-0.8893539	0.69078946	0.80711204	1.0	1429	tags=25%, list=17%, signal=31%	
NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:1901293	NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:1901293		128	-0.24775213	-0.88807195	0.8325991	0.8094507	1.0	1722	tags=27%, list=21%, signal=34%	
DISEASES OF METABOLISM%REACTOME DATABASE ID RELEASE 81%5668914	DISEASES OF METABOLISM%REACTOME DATABASE ID RELEASE 81%5668914		89	-0.26634872	-0.88769245	0.7640845	0.8096255	1.0	2034	tags=29%, list=25%, signal=38%	
SARS-COV-2 ACTIVATES MODULATES INNATE AND ADAPTIVE IMMUNE RESPONSES%REACTOME DATABASE ID RELEASE 81%9705671	SARS-COV-2 ACTIVATES MODULATES INNATE AND ADAPTIVE IMMUNE RESPONSES%REACTOME DATABASE ID RELEASE 81%9705671		81	-0.2639197	-0.8875651	0.7481752	0.8092008	1.0	1736	tags=30%, list=21%, signal=37%	
REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002791	REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002791		33	-0.31879392	-0.88687	0.640884	0.8101423	1.0	308	tags=9%, list=4%, signal=9%	
NEGATIVE REGULATION OF DNA BINDING%GOBP%GO:0043392	NEGATIVE REGULATION OF DNA BINDING%GOBP%GO:0043392		17	-0.3742004	-0.886491	0.6120092	0.8103245	1.0	1217	tags=29%, list=15%, signal=34%	
POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046427	POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046427		16	-0.3776092	-0.88647777	0.6278539	0.8096414	1.0	908	tags=25%, list=11%, signal=28%	
RNA POLYMERASE II PROMOTER ESCAPE%REACTOME%R-HSA-73776.5	RNA POLYMERASE II PROMOTER ESCAPE%REACTOME%R-HSA-73776.5		32	-0.32058904	-0.88512236	0.67302454	0.8122025	1.0	2548	tags=56%, list=31%, signal=81%	
HALLMARK_FATTY_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM%MSIGDBHALLMARK%HALLMARK_FATTY_ACID_METABOLISM		64	-0.27822194	-0.8842351	0.6940789	0.8135701	1.0	2071	tags=39%, list=25%, signal=52%	
PROTON TRANSMEMBRANE TRANSPORT%GOBP%GO:1902600	PROTON TRANSMEMBRANE TRANSPORT%GOBP%GO:1902600		25	-0.3399953	-0.8830884	0.665	0.81551504	1.0	1480	tags=24%, list=18%, signal=29%	
NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009124	NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009124		17	-0.37484825	-0.8807193	0.66067415	0.8203094	1.0	2600	tags=59%, list=32%, signal=86%	
REGULATION OF DNA BINDING%GOBP%GO:0051101	REGULATION OF DNA BINDING%GOBP%GO:0051101		38	-0.31089187	-0.88049245	0.7150685	0.8201277	1.0	1217	tags=24%, list=15%, signal=28%	
RNA EXPORT FROM NUCLEUS%GOBP%GO:0006405	RNA EXPORT FROM NUCLEUS%GOBP%GO:0006405		64	-0.273022	-0.8798195	0.7138047	0.82088006	1.0	1427	tags=23%, list=17%, signal=28%	
POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002639	POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002639		18	-0.362503	-0.8796743	0.6313253	0.8205144	1.0	745	tags=17%, list=9%, signal=18%	
HETEROTYPIC CELL-CELL ADHESION%GOBP%GO:0034113	HETEROTYPIC CELL-CELL ADHESION%GOBP%GO:0034113		16	-0.37651122	-0.879629	0.6191537	0.8198949	1.0	1702	tags=38%, list=21%, signal=47%	
RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970	RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970		16	-0.37121573	-0.8793204	0.65525115	0.81985664	1.0	925	tags=50%, list=11%, signal=56%	
PEROXISOME ORGANIZATION%GOBP%GO:0007031	PEROXISOME ORGANIZATION%GOBP%GO:0007031		20	-0.3537255	-0.87901103	0.6374696	0.81984925	1.0	696	tags=15%, list=8%, signal=16%	
MEIOTIC SYNAPSIS%REACTOME%R-HSA-1221632.3	MEIOTIC SYNAPSIS%REACTOME%R-HSA-1221632.3		20	-0.34998757	-0.8786719	0.6401869	0.8199013	1.0	1973	tags=40%, list=24%, signal=53%	
COPII-COATED VESICLE CARGO LOADING%GOBP%GO:0090110	COPII-COATED VESICLE CARGO LOADING%GOBP%GO:0090110		15	-0.38642833	-0.8785762	0.61758244	0.819403	1.0	1384	tags=27%, list=17%, signal=32%	
SOMATIC CELL DNA RECOMBINATION%GOBP%GO:0016444	SOMATIC CELL DNA RECOMBINATION%GOBP%GO:0016444		16	-0.378881	-0.8772124	0.66213155	0.82185644	1.0	1387	tags=31%, list=17%, signal=38%	
PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY	PID_DELTA_NP63_PATHWAY%MSIGDB_C2%PID_DELTA_NP63_PATHWAY		16	-0.36861086	-0.8767458	0.64220184	0.8222097	1.0	65	tags=6%, list=1%, signal=6%	
REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046634	REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046634		47	-0.28787082	-0.8724271	0.6896552	0.831469	1.0	1393	tags=26%, list=17%, signal=31%	
NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050732	NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050732		19	-0.3560801	-0.8716909	0.62945366	0.8324231	1.0	1393	tags=32%, list=17%, signal=38%	
FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%R-HSA-167200.5	FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%R-HSA-167200.5		34	-0.31533253	-0.8710453	0.73195875	0.8331656	1.0	1376	tags=26%, list=17%, signal=32%	
DETECTION OF STIMULUS%GOBP%GO:0051606	DETECTION OF STIMULUS%GOBP%GO:0051606		38	-0.30660823	-0.8693386	0.69774014	0.83622843	1.0	1702	tags=26%, list=21%, signal=33%	
POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000144	POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000144		42	-0.29825625	-0.8684105	0.6845071	0.83758473	1.0	1816	tags=40%, list=22%, signal=52%	
DNA DAMAGE RESPONSE%GOBP%GO:0006974	DNA DAMAGE RESPONSE%GOBP%GO:0006974		404	-0.2181483	-0.8683646	0.9611651	0.8369533	1.0	2020	tags=26%, list=25%, signal=33%	
FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0046949	FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GOBP%GO:0046949		15	-0.38378218	-0.86824363	0.6315789	0.836486	1.0	1689	tags=33%, list=21%, signal=42%	
RNA POLYMERASE II HIV PROMOTER ESCAPE%REACTOME DATABASE ID RELEASE 81%167162	RNA POLYMERASE II HIV PROMOTER ESCAPE%REACTOME DATABASE ID RELEASE 81%167162		32	-0.32058904	-0.8676743	0.6965699	0.8370045	1.0	2548	tags=56%, list=31%, signal=81%	
TP53 REGULATES TRANSCRIPTION OF CELL DEATH GENES%REACTOME%R-HSA-5633008.4	TP53 REGULATES TRANSCRIPTION OF CELL DEATH GENES%REACTOME%R-HSA-5633008.4		24	-0.3363251	-0.8671826	0.6553398	0.83734393	1.0	1474	tags=21%, list=18%, signal=25%	
ENDOPLASMIC RETICULUM CALCIUM ION HOMEOSTASIS%GOBP%GO:0032469	ENDOPLASMIC RETICULUM CALCIUM ION HOMEOSTASIS%GOBP%GO:0032469		15	-0.37219727	-0.86647433	0.65217394	0.83814365	1.0	338	tags=20%, list=4%, signal=21%	
MITOCHONDRIAL TRANSMEMBRANE TRANSPORT%GOBP%GO:1990542	MITOCHONDRIAL TRANSMEMBRANE TRANSPORT%GOBP%GO:1990542		57	-0.279995	-0.8662569	0.7204969	0.83786094	1.0	1594	tags=28%, list=19%, signal=35%	
M-DECAY: DEGRADATION OF MATERNAL MRNAS BY MATERNALLY STORED FACTORS%REACTOME DATABASE ID RELEASE 81%9820841	M-DECAY: DEGRADATION OF MATERNAL MRNAS BY MATERNALLY STORED FACTORS%REACTOME DATABASE ID RELEASE 81%9820841		20	-0.34987783	-0.86503655	0.6522727	0.83988565	1.0	1705	tags=30%, list=21%, signal=38%	
HALLMARK_APICAL_SURFACE%MSIGDBHALLMARK%HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE%MSIGDBHALLMARK%HALLMARK_APICAL_SURFACE		17	-0.36343917	-0.8646077	0.6771084	0.8400919	1.0	1170	tags=29%, list=14%, signal=34%	
MYELOID LEUKOCYTE ACTIVATION%GOBP%GO:0002274	MYELOID LEUKOCYTE ACTIVATION%GOBP%GO:0002274		51	-0.27632794	-0.86457956	0.7739938	0.8394313	1.0	2284	tags=41%, list=28%, signal=57%	
PROCESSING OF INTRONLESS PRE-MRNAS%REACTOME DATABASE ID RELEASE 81%77595	PROCESSING OF INTRONLESS PRE-MRNAS%REACTOME DATABASE ID RELEASE 81%77595		15	-0.3769138	-0.86393845	0.6495536	0.8401013	1.0	3368	tags=53%, list=41%, signal=90%	
L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1902475	L-ALPHA-AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1902475		15	-0.37597752	-0.8636523	0.6504237	0.83998835	1.0	1974	tags=40%, list=24%, signal=53%	
TRANSCRIPTION INITIATION AT RNA POLYMERASE II PROMOTER%GOBP%GO:0006367	TRANSCRIPTION INITIATION AT RNA POLYMERASE II PROMOTER%GOBP%GO:0006367		75	-0.25720215	-0.8631884	0.82	0.8402988	1.0	1816	tags=29%, list=22%, signal=37%	
NEGATIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050868	NEGATIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050868		38	-0.29596594	-0.86317647	0.7422096	0.8396025	1.0	1751	tags=34%, list=21%, signal=43%	
NEGATIVE REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0045947	NEGATIVE REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0045947		15	-0.3768479	-0.86280805	0.6578366	0.83968747	1.0	616	tags=27%, list=8%, signal=29%	
INTERLEUKIN-12 SIGNALING%REACTOME DATABASE ID RELEASE 81%9020591	INTERLEUKIN-12 SIGNALING%REACTOME DATABASE ID RELEASE 81%9020591		35	-0.30571407	-0.8625698	0.6818182	0.8394974	1.0	1527	tags=29%, list=19%, signal=35%	
EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	EPIDERMIS DEVELOPMENT%GOBP%GO:0008544		40	-0.29570505	-0.86225814	0.7236025	0.8394681	1.0	1181	tags=18%, list=14%, signal=20%	
CILIUM ASSEMBLY%REACTOME DATABASE ID RELEASE 81%5617833	CILIUM ASSEMBLY%REACTOME DATABASE ID RELEASE 81%5617833		123	-0.250044	-0.8619938	0.8577406	0.8393137	1.0	2654	tags=43%, list=32%, signal=63%	
REGULATION OF PEPTIDE TRANSPORT%GOBP%GO:0090087	REGULATION OF PEPTIDE TRANSPORT%GOBP%GO:0090087		35	-0.3140705	-0.8613692	0.67582417	0.8399689	1.0	308	tags=9%, list=4%, signal=9%	
POLY(A)+ MRNA EXPORT FROM NUCLEUS%GOBP%GO:0016973	POLY(A)+ MRNA EXPORT FROM NUCLEUS%GOBP%GO:0016973		15	-0.37603086	-0.86078715	0.6512141	0.8404829	1.0	2973	tags=33%, list=36%, signal=52%	
REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0010569	REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0010569		51	-0.27776405	-0.8579633	0.7765363	0.84585315	1.0	2518	tags=45%, list=31%, signal=65%	
MACROAUTOPHAGY%REACTOME%R-HSA-1632852.10	MACROAUTOPHAGY%REACTOME%R-HSA-1632852.10		93	-0.2501185	-0.85653114	0.8409894	0.8482008	1.0	2073	tags=33%, list=25%, signal=44%	
FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 81%201722	FORMATION OF THE BETA-CATENIN:TCF TRANSACTIVATING COMPLEX%REACTOME DATABASE ID RELEASE 81%201722		21	-0.343317	-0.8565177	0.6896552	0.84750783	1.0	2105	tags=43%, list=26%, signal=58%	
PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY		16	-0.36108938	-0.8561093	0.69086653	0.84767485	1.0	2105	tags=50%, list=26%, signal=67%	
NEGATIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042130	NEGATIVE REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042130		17	-0.3603868	-0.85169995	0.6705608	0.856335	1.0	2088	tags=35%, list=25%, signal=47%	
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0070972	PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0070972		49	-0.27863127	-0.85025156	0.7787611	0.85875714	1.0	1152	tags=22%, list=14%, signal=26%	
SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME%R-HSA-2559582.4	SENESCENCE-ASSOCIATED SECRETORY PHENOTYPE (SASP)%REACTOME%R-HSA-2559582.4		38	-0.29975593	-0.8501495	0.7234637	0.8582492	1.0	1033	tags=21%, list=13%, signal=24%	
PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221	PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221		65	-0.26998678	-0.8489784	0.7641196	0.8600967	1.0	1473	tags=20%, list=18%, signal=24%	
CENTROSOME MATURATION%REACTOME%R-HSA-380287.4	CENTROSOME MATURATION%REACTOME%R-HSA-380287.4		65	-0.26058418	-0.84808666	0.8076923	0.8612755	1.0	2098	tags=32%, list=26%, signal=43%	
MITOTIC METAPHASE CHROMOSOME ALIGNMENT%GOBP%GO:0007080	MITOTIC METAPHASE CHROMOSOME ALIGNMENT%GOBP%GO:0007080		35	-0.30544317	-0.8478352	0.7277487	0.8610647	1.0	963	tags=11%, list=12%, signal=13%	
NUCLEOSOME ASSEMBLY%GOBP%GO:0006334	NUCLEOSOME ASSEMBLY%GOBP%GO:0006334		28	-0.3207553	-0.8471439	0.69544363	0.86178267	1.0	2184	tags=39%, list=27%, signal=53%	
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481		44	-0.28997064	-0.8462955	0.73976606	0.862816	1.0	1396	tags=23%, list=17%, signal=27%	
MODULATORS OF TCR SIGNALING AND T CELL ACTIVATION%WIKIPATHWAYS_20240310%WP5072%HOMO SAPIENS	MODULATORS OF TCR SIGNALING AND T CELL ACTIVATION%WIKIPATHWAYS_20240310%WP5072%HOMO SAPIENS		43	-0.28959984	-0.8457176	0.7522388	0.8633119	1.0	300	tags=7%, list=4%, signal=7%	
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238	POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238		17	-0.35754257	-0.84360766	0.6619718	0.8668789	1.0	173	tags=6%, list=2%, signal=6%	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000142	REGULATION OF DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:2000142		50	-0.28443238	-0.84341305	0.76488096	0.8665438	1.0	2223	tags=44%, list=27%, signal=60%	
PEPTIDYL-LYSINE MODIFICATION%GOBP%GO:0018205	PEPTIDYL-LYSINE MODIFICATION%GOBP%GO:0018205		73	-0.26314786	-0.84336334	0.8439716	0.86591643	1.0	1993	tags=26%, list=24%, signal=34%	
TELOMERE C-STRAND (LAGGING STRAND) SYNTHESIS%REACTOME%R-HSA-174417.5	TELOMERE C-STRAND (LAGGING STRAND) SYNTHESIS%REACTOME%R-HSA-174417.5		29	-0.30702636	-0.8431021	0.7225131	0.8657466	1.0	2502	tags=48%, list=31%, signal=69%	
MITOCHONDRIAL RNA METABOLIC PROCESS%GOBP%GO:0000959	MITOCHONDRIAL RNA METABOLIC PROCESS%GOBP%GO:0000959		24	-0.32903236	-0.8428373	0.69337016	0.8655458	1.0	2253	tags=54%, list=28%, signal=74%	
POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME%R-HSA-8957275.2	POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME%R-HSA-8957275.2		30	-0.31498763	-0.842711	0.7284264	0.86508864	1.0	1432	tags=33%, list=17%, signal=40%	
ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046632	ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046632		18	-0.3453544	-0.8423436	0.6880734	0.86512345	1.0	1933	tags=44%, list=24%, signal=58%	
REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046637	REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046637		28	-0.3139835	-0.8383496	0.73934835	0.8723928	1.0	1387	tags=29%, list=17%, signal=34%	
REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445	REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445		25	-0.32081315	-0.8382137	0.71867007	0.8719334	1.0	2123	tags=36%, list=26%, signal=48%	
APOPTOTIC MITOCHONDRIAL CHANGES%GOBP%GO:0008637	APOPTOTIC MITOCHONDRIAL CHANGES%GOBP%GO:0008637		29	-0.3151831	-0.83816576	0.74559194	0.871295	1.0	2183	tags=28%, list=27%, signal=37%	
CELLULAR RESPONSE TO CARBOHYDRATE STIMULUS%GOBP%GO:0071322	CELLULAR RESPONSE TO CARBOHYDRATE STIMULUS%GOBP%GO:0071322		21	-0.33084133	-0.8370037	0.73157895	0.8729049	1.0	2052	tags=33%, list=25%, signal=44%	
REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043370	REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043370		23	-0.3239434	-0.83612394	0.7122302	0.8738726	1.0	276	tags=13%, list=3%, signal=13%	
REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269	REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269		21	-0.32769033	-0.83570063	0.7338501	0.87399495	1.0	794	tags=24%, list=10%, signal=26%	
REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655	REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655		32	-0.30182838	-0.835388	0.7237569	0.8738883	1.0	2088	tags=31%, list=25%, signal=42%	
CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING%GOBP%GO:0051085	CHAPERONE COFACTOR-DEPENDENT PROTEIN REFOLDING%GOBP%GO:0051085		17	-0.353549	-0.83501804	0.70709383	0.8739233	1.0	2357	tags=65%, list=29%, signal=91%	
PAUSING AND RECOVERY OF TAT-MEDIATED HIV ELONGATION%REACTOME DATABASE ID RELEASE 81%167238	PAUSING AND RECOVERY OF TAT-MEDIATED HIV ELONGATION%REACTOME DATABASE ID RELEASE 81%167238		25	-0.3181557	-0.834812	0.7575	0.8736105	1.0	958	tags=24%, list=12%, signal=27%	
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING		24	-0.3259938	-0.8344876	0.6917098	0.87350106	1.0	1598	tags=25%, list=20%, signal=31%	
RHOBTB2 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9013418	RHOBTB2 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 81%9013418		21	-0.32614255	-0.83360165	0.7365854	0.8745233	1.0	2052	tags=57%, list=25%, signal=76%	
CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010	CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010		26	-0.31213155	-0.83029115	0.72751325	0.8802929	1.0	2279	tags=27%, list=28%, signal=37%	
CHROMATIN ORGANIZATION%GOBP%GO:0006325	CHROMATIN ORGANIZATION%GOBP%GO:0006325		310	-0.20846659	-0.82960737	1.0	0.8808809	1.0	1785	tags=22%, list=22%, signal=27%	
RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 81%380270	RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 81%380270		65	-0.26058418	-0.82847166	0.8367953	0.8823367	1.0	2098	tags=32%, list=26%, signal=43%	
C-MYB TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYB TRANSCRIPTION FACTOR NETWORK	C-MYB TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYB TRANSCRIPTION FACTOR NETWORK		53	-0.27380326	-0.82830954	0.775	0.88191134	1.0	1634	tags=25%, list=20%, signal=30%	
DNA MODIFICATION%GOBP%GO:0006304	DNA MODIFICATION%GOBP%GO:0006304		27	-0.31689587	-0.82756525	0.72845954	0.8826446	1.0	3366	tags=59%, list=41%, signal=100%	
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR%GOBP%GO:2000781	POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR%GOBP%GO:2000781		67	-0.25364438	-0.82693994	0.8817204	0.8831382	1.0	2096	tags=34%, list=26%, signal=46%	
NUCLEAR PORE COMPLEX (NPC) DISASSEMBLY%REACTOME%R-HSA-3301854.4	NUCLEAR PORE COMPLEX (NPC) DISASSEMBLY%REACTOME%R-HSA-3301854.4		29	-0.3145918	-0.8260369	0.7486631	0.8841063	1.0	2645	tags=62%, list=32%, signal=91%	
METAPATHWAY BIOTRANSFORMATION PHASE I AND II%WIKIPATHWAYS_20240310%WP702%HOMO SAPIENS	METAPATHWAY BIOTRANSFORMATION PHASE I AND II%WIKIPATHWAYS_20240310%WP702%HOMO SAPIENS		25	-0.31887197	-0.8256507	0.7456359	0.8841324	1.0	1540	tags=20%, list=19%, signal=25%	
CENTRIOLE ASSEMBLY%GOBP%GO:0098534	CENTRIOLE ASSEMBLY%GOBP%GO:0098534		21	-0.3266297	-0.82454896	0.7647059	0.8854453	1.0	2558	tags=33%, list=31%, signal=48%	
TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY		19	-0.34118146	-0.8222597	0.6932367	0.88901544	1.0	360	tags=16%, list=4%, signal=16%	
TAT-MEDIATED HIV ELONGATION ARREST AND RECOVERY%REACTOME%R-HSA-167243.5	TAT-MEDIATED HIV ELONGATION ARREST AND RECOVERY%REACTOME%R-HSA-167243.5		25	-0.3181557	-0.8210428	0.7284264	0.8905472	1.0	958	tags=24%, list=12%, signal=27%	
WARBURG EFFECT%PATHWHIZ%PW000630	WARBURG EFFECT%PATHWHIZ%PW000630		36	-0.29065648	-0.8205689	0.79202276	0.89072114	1.0	705	tags=14%, list=9%, signal=15%	
POSITIVE REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032757	POSITIVE REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032757		27	-0.30745384	-0.8202816	0.75979114	0.89049584	1.0	162	tags=7%, list=2%, signal=8%	
COPII-MEDIATED VESICLE TRANSPORT%REACTOME DATABASE ID RELEASE 81%204005	COPII-MEDIATED VESICLE TRANSPORT%REACTOME DATABASE ID RELEASE 81%204005		57	-0.26337546	-0.8190604	0.8265896	0.892062	1.0	1584	tags=25%, list=19%, signal=30%	
PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:0034504	PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:0034504		98	-0.24110544	-0.8190373	0.94331986	0.89138246	1.0	1908	tags=30%, list=23%, signal=38%	
MICRORNA (MIRNA) BIOGENESIS%REACTOME DATABASE ID RELEASE 81%203927	MICRORNA (MIRNA) BIOGENESIS%REACTOME DATABASE ID RELEASE 81%203927		22	-0.32571346	-0.8179166	0.73444974	0.89275795	1.0	283	tags=14%, list=3%, signal=14%	
